Date,Projected Cum. GBMSM cases (post. mean; no reversion),Projected GBMSM cases (post. 10%; no reversion),Projected GBMSM cases (post. 90%; no reversion),Projected Cum. GBMSM cases (post. mean; 12wk reversion),Projected GBMSM cases (post. 10%; 12wk reversion),Projected GBMSM cases (post. 90%; 12wk reversion),Projected Cum. GBMSM cases (post. mean; 12wk reversion + no vacs),Projected GBMSM cases (post. 10%; 12wk reversion + no vacs),Projected GBMSM cases (post. 90%; 12wk reversion + no vacs),Projected Cum. GBMSM cases (post. mean; 4wk reversion),Projected GBMSM cases (post. 10%; 4wk reversion),Projected GBMSM cases (post. 90%; 4wk reversion),Projected Cum. GBMSM cases (post. mean; 4wk reversion + no vacs),Projected GBMSM cases (post. 10%; 4wk reversion + no vacs),Projected GBMSM cases (post. 90%; 4wk reversion + no vacs)
2023-01-02,4008.9679538412856,3942.2894538412856,4100.389453841285,4320.807953841286,3950.2894538412856,4916.589453841286,6295.847453841286,4055.1894538412857,9649.489453841285,4863.564453841285,3969.289453841285,6196.589453841285,8122.450953841286,4116.189453841285,14269.489453841286
2023-01-09,4009.5564538412855,3942.2894538412856,4101.389453841285,4357.532953841285,3950.289453841285,5012.489453841285,6574.963453841286,4057.2894538412856,10423.689453841283,4919.717953841286,3969.2894538412856,6349.289453841286,8409.980953841285,4119.189453841284,15016.289453841284
2023-01-16,4010.015953841286,3942.2894538412856,4102.4894538412855,4392.968953841286,3950.2894538412856,5101.289453841286,6854.354453841286,4059.189453841286,11213.889453841284,4972.4849538412855,3969.2894538412856,6508.4894538412855,8674.530953841286,4120.289453841286,15666.389453841282
2023-01-23,4010.4074538412856,3942.2894538412856,4104.289453841286,4427.398453841286,3950.289453841286,5188.389453841286,7130.332453841285,4059.289453841285,11920.389453841286,5022.418453841286,3969.2894538412856,6653.4894538412855,8914.469453841286,4121.289453841286,16253.689453841285
2023-01-30,4010.7269538412856,3942.2894538412856,4104.289453841286,4460.751453841285,3950.289453841285,5279.689453841285,7398.637453841286,4060.1894538412857,12695.589453841285,5069.567453841286,3969.2894538412856,6780.389453841286,9130.637453841286,4122.289453841286,16985.18945384128
2023-02-06,4010.9654538412856,3942.2894538412856,4104.389453841285,4492.969453841286,3950.289453841286,5353.689453841284,7656.598953841285,4061.1894538412853,13310.189453841283,5114.455953841286,3969.2894538412856,6890.289453841286,9323.876953841285,4122.289453841286,17367.28945384128
2023-02-13,4011.1549538412855,3942.2894538412856,4106.289453841286,4524.174953841286,3950.289453841286,5460.389453841286,7899.682953841286,4061.1894538412857,13981.589453841285,5156.615453841286,3969.2894538412856,6995.689453841285,9495.964953841285,4122.289453841285,17696.589453841283
2023-02-20,4011.3229538412857,3942.2894538412856,4106.289453841286,4554.249453841286,3950.2894538412856,5527.389453841286,8126.158453841285,4061.2894538412856,14569.389453841286,5196.714453841286,3969.2894538412856,7110.289453841286,9647.449453841286,4122.289453841286,18094.089453841283
2023-02-27,4011.4439538412857,3942.2894538412856,4106.289453841286,4583.538953841286,3950.2894538412856,5601.589453841285,8334.569953841285,4064.1894538412844,15094.28945384128,5234.399953841285,3969.2894538412856,7193.589453841285,9781.467953841286,4123.189453841285,18364.789453841284
2023-03-06,4011.540453841286,3942.2894538412856,4106.389453841286,4611.780453841286,3950.2894538412856,5692.789453841286,8525.080453841285,4064.2894538412847,15545.489453841285,5269.578453841285,3969.2894538412856,7282.4894538412855,9898.809453841286,4123.189453841285,18744.289453841284
2023-03-13,4011.6264538412856,3942.2894538412856,4106.4894538412855,4638.871453841286,3950.289453841286,5776.089453841285,8697.515953841284,4066.2894538412847,16023.789453841284,5302.910953841286,3969.2894538412856,7372.389453841286,10001.360953841286,4123.189453841285,19120.889453841286
2023-03-20,4011.7199538412856,3942.2894538412856,4108.289453841286,4665.245953841286,3950.2894538412856,5846.289453841285,8852.932953841286,4066.2894538412856,16519.289453841287,5334.046453841285,3969.289453841285,7462.789453841285,10090.373953841285,4123.189453841284,19507.089453841283
2023-03-27,4011.792453841286,3942.2894538412856,4108.289453841286,4690.897453841286,3950.2894538412856,5919.789453841286,8992.919953841287,4066.2894538412866,16769.18945384128,5363.060453841285,3969.2894538412856,7543.589453841285,10167.765453841286,4123.189453841286,19736.989453841285
