Date,Projected Cum. non-GBMSM cases (post. mean; no reversion),Projected non-GBMSM cases (post. 10%; no reversion),Projected non-GBMSM cases (post. 90%; no reversion),Projected Cum. non-GBMSM cases (post. mean; 12wk reversion),Projected non-GBMSM cases (post. 10%; 12wk reversion),Projected non-GBMSM cases (post. 90%; 12wk reversion),Projected Cum. non-GBMSM cases (post. mean; 12wk reversion + no vacs),Projected non-GBMSM cases (post. 10%; 12wk reversion + no vacs),Projected non-GBMSM cases (post. 90%; 12wk reversion + no vacs),Projected Cum. non-GBMSM cases (post. mean; 4wk reversion),Projected non-GBMSM cases (post. 10%; 4wk reversion),Projected non-GBMSM cases (post. 90%; 4wk reversion),Projected Cum. non-GBMSM cases (post. mean; 4wk reversion + no vacs),Projected non-GBMSM cases (post. 10%; 4wk reversion + no vacs),Projected non-GBMSM cases (post. 90%; 4wk reversion + no vacs)
2023-01-23,317.6108794977142,305.5438794977142,335.5438794977142,386.5178794977142,309.5438794977142,498.6438794977141,739.6968794977142,330.5438794977142,1400.5438794977142,512.3233794977142,319.5438794977142,805.5438794977142,1139.4873794977143,359.54387949771433,2393.5438794977144
2023-01-30,317.6563794977142,305.5438794977142,335.5438794977142,393.8763794977142,309.5438794977142,517.6438794977141,792.9018794977142,331.54387949771416,1545.743879497714,524.3108794977143,320.4438794977143,839.6438794977141,1197.2558794977142,360.4438794977142,2565.643879497714
2023-02-06,317.6953794977142,305.5438794977142,335.5438794977142,401.2083794977142,309.5438794977142,539.6438794977141,846.3538794977142,332.5438794977142,1679.6438794977141,535.6998794977142,320.54387949771416,869.5438794977142,1250.961879497714,361.5438794977141,2690.643879497714
2023-02-13,317.72537949771424,305.5438794977142,335.5438794977142,408.3348794977142,309.5438794977142,559.5438794977142,900.4113794977142,332.5438794977142,1825.0438794977138,546.6453794977142,320.5438794977142,891.6438794977141,1300.4538794977143,361.54387949771433,2828.6438794977134
2023-02-20,317.7563794977142,305.5438794977142,335.5438794977142,415.3753794977142,309.5438794977142,577.5438794977142,953.4423794977142,332.5438794977142,1965.3438794977135,557.0818794977142,320.5438794977142,919.1438794977137,1345.7523794977142,362.4438794977142,2944.7438794977143
2023-02-27,317.7773794977142,305.5438794977142,335.5438794977142,422.2758794977142,309.5438794977142,594.6438794977141,1004.4713794977142,333.5438794977142,2118.7438794977143,567.1033794977143,320.5438794977143,944.6438794977141,1387.2003794977143,362.4438794977143,3073.8438794977137
2023-03-06,317.7963794977142,305.5438794977142,335.5438794977142,429.05287949771423,309.5438794977142,613.743879497714,1053.3718794977142,333.5438794977142,2252.0438794977135,576.5533794977142,320.5438794977142,968.743879497714,1424.4848794977142,362.5438794977142,3150.643879497714
2023-03-13,317.80987949771423,305.5438794977142,335.5438794977142,435.5388794977142,309.5438794977142,634.6438794977141,1099.2588794977141,333.5438794977141,2394.643879497714,585.4718794977142,320.5438794977142,998.743879497714,1457.9073794977141,362.5438794977142,3257.8438794977137
2023-03-20,317.82687949771423,305.5438794977142,336.5438794977142,441.8813794977142,309.5438794977142,648.9438794977139,1142.3748794977141,333.5438794977141,2540.643879497714,593.9513794977142,320.5438794977142,1018.743879497714,1487.6893794977143,362.5438794977142,3343.7438794977143
2023-03-27,317.83887949771423,305.5438794977142,336.5438794977142,448.0258794977142,309.5438794977142,665.743879497714,1182.4378794977142,333.5438794977142,2645.943879497714,601.7443794977141,320.54387949771416,1042.6438794977141,1513.8453794977142,363.5438794977142,3407.2438794977134
