Date,"Risk trans. per sx cnt (post. mean, no reversion)","Risk trans. per sx cnt (post. 10%, no reversion)","Risk trans. per sx cnt (post. 90%, no reversion)","Risk trans. per sx cnt (post. mean, 4wk reversion)","Risk trans. per sx cnt (post. 10%, 4wk reversion)","Risk trans. per sx cnt (post. 90%, 4wk reversion)","Risk trans. per sx cnt (post. mean, 12wk reversion)","Risk trans. per sx cnt (post. 10%, 12wk reversion)","Risk trans. per sx cnt (post. 90%, 12wk reversion)"
2022-05-01,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065554441964,0.24470293296794784,0.5101983781208914
2022-05-02,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.3774506559566979,0.2447029331977148,0.510198378715681
2022-05-03,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065641669584,0.24470293345407648,0.5101983793793152
2022-05-04,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.3774506569299372,0.24470293374011115,0.5101983801197632
2022-05-05,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.3774506575025843,0.2447029340592534,0.5101983809459152
2022-05-06,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065814151335,0.24470293441533525,0.5101983818676914
2022-05-07,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.3774506588543963,0.2447029348126324,0.5101983828961603
2022-05-08,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.377450659649793,0.24470293525591535,0.5101983840436707
2022-05-09,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745066053725457,0.2447029357505068,0.5101983853240023
2022-05-10,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.3774506615274364,0.24470293630234555,0.5101983867525273
2022-05-11,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745066263222854,0.24470293691805778,0.5101983883463993
2022-05-12,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.3774506638648968,0.2447029376050366,0.510198390124757
2022-05-13,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.3774506652402422,0.24470293837153093,0.5101983921089535
2022-05-14,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745066677477906,0.24470293922674438,0.5101983943228138
2022-05-15,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745065198251776,0.24470293098286267,0.5101983729821729,0.37745066848693337,0.24470294018094588,0.5101983967929209
2022-05-16,0.37743050075281226,0.24470293098286267,0.5101580705227619,0.37743050075281226,0.24470293098286267,0.5101580705227619,0.37743051916755826,0.244702941245593,0.5101580970895235
2022-05-17,0.3765127856118369,0.24369086022711248,0.5093347109965612,0.3765127856118369,0.24369086022711248,0.5093347109965612,0.37651280615802785,0.24369087736412495,0.5093347349519307
2022-05-18,0.37635680309537456,0.24369086022711248,0.5090227459636366,0.37635680309537456,0.24369086022711248,0.5090227459636366,0.3763568260197177,0.24369087934767633,0.5090227726917591
2022-05-19,0.3756086619678825,0.2424944437878192,0.5087228801479458,0.3756086619678825,0.2424944437878192,0.5087228801479458,0.3756086875456409,0.24249446039878425,0.5087229146924976
2022-05-20,0.37504600412651135,0.24198301216474094,0.5081089960882818,0.37504600412651135,0.24198301216474094,0.5081089960882818,0.375046032664809,0.2419830334750498,0.5081090318545682
2022-05-21,0.37413580416799175,0.24112064926565008,0.5071509590703334,0.37413580416799175,0.24112064926565008,0.5071509590703334,0.37413583600950084,0.24112067060912684,0.5071510014098748
2022-05-22,0.37309721905306875,0.24066216698816847,0.5055322711179691,0.37309721905306875,0.24066216698816847,0.5055322711179691,0.373097254580125,0.24066218824665686,0.5055323209135931
