Date,"R other (post. mean, no reversion)","R other (post. 10%, no reversion)","R other (post. 90%, no reversion)","R other (post. mean, 4wk reversion)","R other (post. 10%, 4wk reversion)","R other (post. 90%, 4wk reversion)","R other (post. mean, 12wk reversion)","R other (post. 10%, 12wk reversion)","R other (post. 90%, 12wk reversion)"
2022-05-01,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008587063302,0.09754356405690172,0.2553566076843643
2022-05-02,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.1764500860487445,0.09754356419431832,0.25535660790317066
2022-05-03,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008624747185,0.09754356434764043,0.25535660814730327
2022-05-04,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.1764500864692011,0.09754356451870905,0.25535660841969315
2022-05-05,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008671659482,0.0975435647095783,0.2553566087236113
2022-05-06,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.1764500869926235,0.09754356492254,0.25535660906270696
2022-05-07,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008730060163,0.09754356516015132,0.25535660944105193
2022-05-08,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008764422715,0.09754356542526535,0.255356609863189
2022-05-09,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008802762627,0.09754356572106543,0.2553566103341871
2022-05-10,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008845540242,0.09754356605110337,0.25535661085970146
2022-05-11,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008893269212,0.09754356641934209,0.25535661144604216
2022-05-12,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008946522672,0.0975435668302032,0.25535661210025024
2022-05-13,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645009005940027,0.09754356728862008,0.25535661283018046
2022-05-14,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.1764500907223474,0.0975435678000972,0.2553566136445976
2022-05-15,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645008433182813,0.09754356286968276,0.2553566057939735,0.17645009146202853,0.09754356837077605,0.255356614553281
2022-05-16,0.17640936718077058,0.0974635153143724,0.25535521904716874,0.17640936718077058,0.0974635153143724,0.25535521904716874,0.17640937513626762,0.09746351974762534,0.2553552305249099
2022-05-17,0.1759861899891715,0.09628537517080556,0.2556870048075375,0.1759861899891715,0.09628537517080556,0.2556870048075375,0.17598619886549047,0.09628538160481123,0.25568701612616973
2022-05-18,0.1759626918768634,0.09586460363981024,0.25606078011391653,0.1759626918768634,0.09586460363981024,0.25606078011391653,0.17596270178058637,0.09586460923897344,0.2560607943221993
2022-05-19,0.1756096612219,0.09534749808203483,0.25587182436176514,0.1756096612219,0.09534749808203483,0.25587182436176514,0.17560967227194543,0.09534750201465496,0.2558718425292359
2022-05-20,0.17537612356149754,0.09517150418028318,0.2555807429427119,0.17537612356149754,0.09517150418028318,0.2555807429427119,0.17537613589054837,0.09517151248711588,0.2555807592939809
2022-05-21,0.17508292701547107,0.09468811571550365,0.2554777383154385,0.17508292701547107,0.09468811571550365,0.2554777383154385,0.1750829407715679,0.09468812289556665,0.25547775864756916
2022-05-22,0.17478153521823464,0.09399896253152211,0.25556410790494716,0.17478153521823464,0.09399896253152211,0.25556410790494716,0.17478155056655317,0.09399897295352655,0.2555641281795798
2022-05-23,0.17450291193298662,0.0937602248644082,0.255245599001565,0.17450291193298662,0.0937602248644082,0.255245599001565,0.17450292905782108,0.09376023187366457,0.2552456262419776
2022-05-24,0.17334551294693154,0.09282595909843289,0.2538650667954302,0.17334551294693154,0.09282595909843289,0.2538650667954302,0.17334553205390768,0.0928259690013532,0.25386509510646216
2022-05-25,0.17301500504878642,0.09256341158922671,0.25346659850834613,0.17301500504878642,0.09256341158922671,0.25346659850834613,0.17301502636733024,0.09256341451233228,0.2534666382223282
2022-05-26,0.17251549164166957,0.09230632996653063,0.2527246533168085,0.17251549164166957,0.09230632996653064,0.2527246533168085,0.17251551542776267,0.09230635273871496,0.2527246781168104
2022-05-27,0.1721063652251546,0.09157488002668485,0.25263785042362435,0.1721063652251546,0.09157488002668485,0.25263785042362435,0.17210639176440723,0.09157488681988186,0.2526378967089326
2022-05-28,0.17133648981393065,0.09070785907304509,0.25196512055481624,0.17133648981393065,0.0907078590730451,0.25196512055481624,0.17133651942501166,0.09070786945219267,0.25196516939783065
2022-05-29,0.17084236828001353,0.09028665367477284,0.2513980828852542,0.17084236828001356,0.09028665367477286,0.2513980828852543,0.17084240131847656,0.0902866683081032,0.25139813432884994
2022-05-30,0.17037787721025355,0.09011962897694768,0.2506361254435594,0.17037787721025358,0.09011962897694771,0.25063612544355945,0.17037791407280617,0.09011965201016253,0.2506361761354498
2022-05-31,0.16934045703060743,0.08917234378331262,0.24950857027790224,0.1693404570306075,0.08917234378331265,0.24950857027790233,0.16934049815987498,0.08917236346059651,0.24950863285915345
2022-06-01,0.1678123576934179,0.08684838936518464,0.24877632602165117,0.16781235769341799,0.08684838936518467,0.24877632602165128,0.16781240358325775,0.0868484089411847,0.2487763982253308
2022-06-02,0.16590319242751309,0.08211894430302502,0.24968744055200115,0.1659031924275132,0.08211894430302505,0.24968744055200134,0.165903243628945,0.08211895799391673,0.2496875292639733
2022-06-03,0.16394327992167643,0.0801511701082325,0.24773538973512035,0.1639432799216766,0.08015117010823264,0.24773538973512055,0.16394333704949873,0.08015121997084847,0.247735454128149
2022-06-04,0.16239567221658746,0.07626450565487722,0.2485268387782977,0.1623956722165877,0.07626450565487755,0.24852683877829787,0.16239573595675913,0.07626460152411071,0.24852687038940754
2022-06-05,0.16059893769592282,0.0745279903827633,0.24666988500908232,0.16059893769592312,0.07452799038276336,0.24666988500908288,0.16059900881380007,0.07452800649063233,0.2466700111369678
2022-06-06,0.15890639680705157,0.07284004204597731,0.2449727515681258,0.15890639680705199,0.07284004204597766,0.2449727515681263,0.15890647615657788,0.07284010886804106,0.24497284344511472
2022-06-07,0.1563884313677157,0.07086691014365984,0.2419099525917716,0.1563884313677163,0.0708669101436601,0.2419099525917725,0.15638851990167532,0.07086695005729954,0.2419100897460511
2022-06-08,0.15432981824816527,0.06781643270640848,0.24084320378992208,0.15432981824816613,0.0678164327064089,0.24084320378992335,0.15432991702962345,0.06781648296963216,0.24084335108961474
2022-06-09,0.1524040101630013,0.06477566147930465,0.240032358846698,0.15240401016300245,0.06477566147930702,0.24003235884669788,0.15240412037806936,0.06477589273362137,0.24003234802251733
2022-06-10,0.15003045735745144,0.06389042404551604,0.23617049066938683,0.15003045735745302,0.06389042404551838,0.23617049066938767,0.15003058032952846,0.06389060906293355,0.23617055159612338
2022-06-11,0.14826802967421548,0.06212335024866922,0.23441270909976175,0.1482680296742177,0.06212335024866991,0.2344127090997655,0.14826816687987873,0.06212339383757062,0.23441293992218684
2022-06-12,0.14540591244836673,0.05871801516007018,0.23209380973666327,0.14540591244836976,0.05871801516007369,0.23209380973666582,0.1454060655351015,0.05871819306581344,0.23209393800438954
2022-06-13,0.14316742871255417,0.05803151701771983,0.2283033404073885,0.14316742871255833,0.05803151701772205,0.2283033404073946,0.1431675995185356,0.058031608042460436,0.22830359099461078
2022-06-14,0.14121102504985059,0.05672578127698,0.22569626882272117,0.14121102504985641,0.05672578127698541,0.22569626882272742,0.14121121562601505,0.056725958352934897,0.2256964728990952
2022-06-15,0.13962523391503504,0.0557978906003119,0.22345257722975817,0.1396252339150431,0.05579789060031447,0.22345257722977174,0.13962544654970627,0.05579795809509973,0.2234529350043128
2022-06-16,0.13837174096023397,0.05539726291543272,0.2213462190050352,0.13837174096024515,0.055397262915439116,0.2213462190050512,0.13837197820659927,0.05539739816088346,0.22134655825231508
2022-06-17,0.13677348672641904,0.05443513097978561,0.21911184247305246,0.13677348672643463,0.05443513097979635,0.21911184247307292,0.136773751433186,0.05443531358657641,0.21911218927979562
2022-06-18,0.13554375126135484,0.053159661798575425,0.21792784072413426,0.1355437512613765,0.053159661798608426,0.21792784072414456,0.13554404660695626,0.05316011205616929,0.21792798115774326
