iteration,chain,metapop_size_dispersion,prob_detect,mean_inf_period,prob_transmission,R0_other,detect_dispersion,init_infs,chg_pnt,sex_trans_red,other_trans_red,sex_trans_red_post_WHO,other_trans_red_post_WHO
50,1,3.08199401484464,0.27335468150115255,17.48257605537309,0.2460838185775194,0.1744378222445745,0.009726539553073647,7.461363687239669,169.42161379935035,0.6552445147137509,0.41098447942180305,0.3647977346792236,0.4443114424454625
51,1,2.011656507501775,0.3706270362996306,10.762053013564227,0.45844408870622777,0.22868306888835443,0.00752062829664804,2.572005595354758,170.00524503715724,0.6883419511216893,0.6365018818368633,0.914339622698697,0.6130249125145597
52,1,0.11354124049833247,0.6311838358569769,8.339952570097303,0.16899140547366365,0.1971352477511939,0.0062992383550011565,2.6483378610524504,141.56121658421978,0.23268288759891462,0.5542563811084544,0.9496792953574008,0.532755375286334
53,1,2.7615803014199716,0.2535696766604835,11.374382093346837,0.5110607136093528,0.21762059630256805,0.0036760297541436394,3.0370269044928553,155.48638168373716,0.7213898614799759,0.5306667465963089,0.43832356021226093,0.6711056719957651
54,1,1.1957307240336985,0.6482648770969122,15.265367192232796,0.23801719547486175,0.12323060763171824,0.0034180644373189377,4.050881853182885,187.57594044280364,0.6540193400836306,0.5212752122198362,0.5136755529173009,0.7248157680614387
55,1,0.012342702423902438,0.6550493509204,15.097167347541852,0.10322294765366731,0.23318408411471206,0.005962162606948641,4.558158579621156,156.26933916494195,0.5764945359954063,0.5916782600683008,0.3687423660771331,0.8018215063176912
56,1,0.37775521338182544,0.4934406100618821,11.459508333903983,0.2081625507227796,0.19693379091454424,0.006073082429428276,1.0775218192818286,182.2919871780535,0.6754246949929306,0.6398469403646658,0.5517057460500183,0.685410538729691
57,1,0.3807729121799707,0.8741505022674905,7.576742737194329,0.22018540962188018,0.08963719200870882,0.00559314690362047,1.827070403694294,151.41352039962734,0.26056769046108874,0.18196530076666367,0.8247828541805415,0.305523110561289
58,1,0.8241686641780844,0.3239228312087504,8.218639589946058,0.4428192592170502,0.16332853903367403,0.009007241610086793,1.8136002911268847,172.7258789560756,0.5193963478961816,0.8944542303071034,0.39471587055680546,0.08316700517892639
59,1,0.8282592989633123,0.6523481663689843,10.607950781951724,0.29348925194019215,0.10110503112020494,0.006369406848012382,2.2662157514197556,184.7665479290997,0.7685474923367434,0.6270981437938714,0.4207264042847625,0.33234031275948317
60,1,0.8370602761101837,0.8764564193801393,5.608868821765419,0.43393065616426973,0.1959979749123397,0.005088902256690841,1.47967655202494,173.8851120773926,0.5486366010599837,0.5018334812402769,0.7912207017034011,0.632243711484925
61,1,0.5500946282884407,0.6967406450079487,11.100657120915438,0.2673713192000069,0.14153619421113894,0.003364264192241002,2.247093520937682,173.29600473035964,0.44845227690890005,0.5715143109589652,0.40478383354186814,0.7729472881363607
62,1,2.3540027932543017,0.7090783478527448,11.657453862228339,0.22328109168224022,0.17767262482994636,0.1241497883946375,3.3036091623685504,197.99063070234374,0.5130334144476708,0.8273034525674166,0.8453609441730556,0.18356715806832347
63,1,0.5781335607896667,0.21643157332878754,13.374786878193223,0.314916435191153,0.11244670612097814,0.00883197382079366,12.683412704832548,156.94113083072236,0.6539560371501472,0.44427104026169184,0.32015185301996585,0.34186070299061955
64,1,0.2543768570088789,0.593277154204084,14.241494944864257,0.21283175496756318,0.12399377940908095,0.003631095037789177,7.230475556136378,173.2955197984061,0.6124516726322988,0.3566175837141927,0.8170302789022081,0.6984474989970748
65,1,0.4397318515878043,0.2585078613431775,14.9988449110902,0.39210353354161337,0.10312752675785229,0.008443645115445243,1.3311822739620671,155.38046796669545,0.6720840686847529,0.5792612940546981,0.6798682006637919,0.5432851788921848
66,1,3.3860151137726264,0.9324682414246434,9.576208786114526,0.23500436179023637,0.16219566109152733,0.017109396639526604,2.97005787095173,191.07015765390798,0.7130038432214,0.2152329733888782,0.4796581504909886,0.31065102877395634
67,1,0.07314342307417093,0.6937685964799413,7.898290099018906,0.21915110964350426,0.15329997888644833,0.004780434163015879,3.7788155231004366,190.69524997975086,0.7714399105769713,0.6181751847056932,0.5480935864086471,0.4516034600830245
68,1,1.2369437874680016,0.5532347774797168,20.054801966311913,0.30989154077437264,0.10606961205788593,0.006408237401455359,6.407639464881228,172.06255175287856,0.775445931021776,0.2633550430797275,0.2607566378730274,0.540717066259975
69,1,2.8123116116821625,0.41451134318454586,18.157907436875274,0.29729797297080746,0.109571423315034,0.004626664558459279,7.152653578105719,158.77236086162682,0.6672075303561414,0.46840290957808006,0.5516646096359379,0.2316961357131632
70,1,3.2234172070738776,0.697064303494775,7.7118724082734635,0.451409115752968,0.13566420398377316,0.006601829034415172,3.8635230929716267,155.33092951653379,0.6980888720140821,0.5034781817674715,0.5332091427658446,0.6606671761155287
71,1,0.19316225717631905,0.9005445443945979,8.93710345130528,0.3153353955276583,0.19368693837319695,0.006512738409600108,2.3131703684993914,174.13261445082296,0.7383315056400336,0.7096640273655351,0.6964077098331015,0.4045874745079693
72,1,0.7717733079860897,0.33610040962453963,10.483735098745486,0.3312695127430379,0.2199344013504182,0.008278033017920662,5.979320836142291,158.78447042628395,0.5264726156239077,0.8194435945676578,0.19285782158153336,0.7625677841871425
73,1,0.7972508265460077,0.79061474040516,5.593695632256303,0.35680147339581686,0.1583378472454866,0.04390416770568413,2.451585619543532,183.14034904110557,0.4901068065518759,0.7173073423086278,0.6962480283465926,0.9382375848787933
74,1,0.7799695857920887,0.1671534051876128,11.283545377912898,0.4391420321833802,0.28641714017387704,0.006027772160077429,0.5387776388030825,172.72507115515643,0.5465353404454456,0.9994282538207144,0.7198890483824036,0.45619673653703924
75,1,2.9927067438898156,0.5976315624404919,18.52713566103649,0.18218826359522258,0.10181299178372719,0.007789511238015451,6.263110513124491,191.31580711549398,0.6150822264726993,0.5163848162238148,0.616630430664066,0.6627021535047378
76,1,1.4604605707881646,0.24507382294493324,12.85203151284778,0.49878580665986333,0.19837575143370287,0.005361247755204694,0.9227446585176962,171.51471693974472,0.6987427379260295,0.8033815436042434,0.5567802324503418,0.9469115413044569
77,1,0.08473966167282257,0.43240297579345033,7.559976769358598,0.2115016884940876,0.2405042904243698,0.00446284535217679,3.075824790632238,139.32936541338134,0.3027088447809167,0.7278603926155001,0.6735443690080116,0.9210360319085629
78,1,0.18816741513719232,0.6224884917385206,12.900282503861535,0.28017875068548975,0.1751392944386623,0.00866998796554502,4.575722314550323,171.22006616338973,0.704859804735899,0.6219574434689996,0.8069864368184425,0.40500351792614653
79,1,2.887792128613561,0.6320173513712966,10.356842205058438,0.3303189196853429,0.3173907409068212,0.004126532741060965,2.9377078342748515,171.73782714638622,0.6390693229684549,0.8254129997393026,0.7028427192537106,0.8063036142314438
80,1,6.725838329874449,0.15911759449144708,8.796831654334945,0.8646670059214459,0.32157358047471185,0.0039761222467425365,2.332914118224446,137.605577899497,0.6727038822791944,0.4264386936519137,0.8237722215240284,0.8224026460197229
81,1,1.134435030764097,0.5732726491553778,11.501652185584062,0.395079873743265,0.20178992302341395,0.04517927884146382,1.4415035926619013,160.11088270276008,0.623752883152207,0.6736903834597732,0.7617569987576137,0.3062428724216809
82,1,2.2807865124877726,0.4889472569063308,13.394544861022892,0.5450058481731505,0.13351581791496758,0.005016717033180083,1.351727767015003,145.17193787623157,0.6793334341184156,0.487478417672208,0.9824183626162245,0.40964065806309335
83,1,1.5799622257022614,0.23225914392467611,7.182525098115778,0.44864060107788856,0.07194807443232219,0.008920679745566198,5.94274748429393,166.73554025869637,0.4702977693138533,0.7357127675136625,0.7829286027828088,0.5994359540106582
84,1,0.6474498672218516,0.4046192597450375,8.278796591445218,0.27229590924451746,0.0990382525206819,0.002958267199958163,5.020831787530216,184.78044935118066,0.4931320906531302,0.09509290078560781,0.9887704175976316,0.38352665928117363
85,1,0.8823535161656068,0.6335339664858781,11.202326517819243,0.2957611106695014,0.14515723992624857,0.0039524287238318695,2.680964617618571,174.46559957968827,0.6059802238765828,0.7043639996535809,0.060957265808773364,0.06916947950487833
86,1,0.5180562420666247,0.45131826603840725,8.891002671210874,0.30759036246607513,0.17793712089149752,0.017897150308848975,1.2667600880657748,186.12133658581837,0.5172165144343865,0.7668327279291229,0.4808734574537555,0.42361844258149045
87,1,0.7076689518185355,0.6494506885485785,7.890352926280433,0.32883046252986214,0.07434246959358659,0.011058849778157792,8.407825209418856,172.05004199857095,0.4817162887871318,0.5246986806006089,0.8324911085412319,0.5264769265521692
88,1,5.185368493254416,0.38337362916024686,7.993763553546655,0.41766302969037694,0.1915347960012613,0.02945095216561732,2.549767042225645,174.1371093524306,0.7125895292437576,0.2992557570370009,0.4324489464512476,0.9676953776325992
89,1,0.32367368409064634,0.169775224836339,9.464172389243272,0.48036818222125877,0.16811652361169033,0.0037401177309478143,1.6637092408361815,157.7982961241488,0.6190309876281677,0.7612736776487545,0.5026704860971232,0.25973540847090704
90,1,0.3013857888340623,0.4015837353779925,13.444713659311153,0.1807029512639191,0.13630842317966163,0.006361538507664945,5.1310972975657645,185.00462759026425,0.5824255157823612,0.6872141811623825,0.22474028731823822,0.26113156024645345
91,1,0.3757491910349056,0.4921098449503391,10.788608428921552,0.22800001939433723,0.08481941925260107,0.014268197291836857,3.5020245038580002,195.18989785882687,0.4841621399643383,0.5531540801333665,0.8680133337330753,0.6470156075736757
92,1,0.146264353476315,0.7342158059246846,12.983058623435369,0.20424977206571565,0.23357941792665246,0.00590683083538672,8.95128803813322,172.27565764349222,0.6327349916070037,0.6732325513111532,0.459689517063828,0.33179009693178874
93,1,1.2712874931384377,0.18254571793623564,17.897490001166513,0.38400387262745206,0.1464777760118133,0.008245657782718832,4.962209883727864,169.34369891177556,0.7525975718897053,0.7373002283477602,0.07131390078322941,0.5105392634208286
94,1,0.06317243648511289,0.6636841930661874,6.282899720697324,0.24657181582219642,0.08223426863035917,0.004936745560729777,4.250870457655059,179.64293725204058,0.4038845617507555,0.08640796638126202,0.5790260047093956,0.641420386930349
95,1,0.8703317968476852,0.1802670232381314,8.861785100975975,0.4491975661106091,0.07078350966326467,0.004599005261015947,6.998141736810499,173.03846473753833,0.5728634684158587,0.3395636544270907,0.14527867273223524,0.8491018955077686
96,1,0.8428183248269244,0.4692699509178757,14.6609958628694,0.22894596160541805,0.14098457283547491,0.004349339212614541,6.444875790106614,188.96359578019653,0.6893015078421378,0.6118523042644333,0.29332250581871555,0.16210543508715003
97,1,0.05853165482923367,0.5989102218294673,11.586844528091088,0.2996215887010787,0.24997430898932765,0.0062351008427970365,2.0121288416506116,172.3698318162032,0.6953704645605427,0.6818043614859792,0.9550712552296399,0.7579104103955511
98,1,1.3223054506830811,0.8838884382157675,10.673682249131648,0.2675498126270702,0.18581695922824185,0.005169753112593155,1.5573555136113222,194.61433115120826,0.7196313390852341,0.6930667187847601,0.6828606228892129,0.7729006071776742
99,1,2.304544783573677,0.687355785958209,9.364484403596206,0.2801752456868981,0.13969977807614967,0.008502621269710733,4.50452342368971,188.11490714640325,0.49318205854370045,0.6138437537334176,0.28427193183165445,0.6129429961797664
100,1,0.3086740266878366,0.7888267331387417,18.3822384033179,0.18450996914015588,0.18411246281983273,0.012178711586650981,2.0174010416154764,192.41637509363872,0.5396188591772084,0.3023870826210127,0.7861400368312604,0.6949126507528367
101,1,1.1368405370917372,0.7343490829018267,4.143714660088161,0.5456967223479712,0.0788752670581369,0.020749048083033135,4.600923143419831,178.17193151390597,0.6189902448251812,0.4539443991997051,0.22795180124368858,0.5394833074172091
102,1,1.0623451211647188,0.7279866847754564,7.884325391870678,0.2827222825586368,0.1583431194740474,0.024023530177772503,2.7269988069923388,180.84310544328304,0.4287629838511443,0.5745783547089947,0.6341029258500673,0.13620192027943104
103,1,0.05396495928913227,0.9309676422966843,3.511300686702976,0.25320554815119545,0.13381648722178147,0.008157560059658822,6.296949608618002,170.01008996225733,0.19669120932716147,0.7534625957121107,0.4592008489007109,0.23362824686310227
104,1,0.3146582424618112,0.6779401364304486,10.509412281987778,0.1711482272435358,0.07616933092581235,0.007985267032644797,4.726910261333579,168.47245325524014,0.2541068857089715,0.159676976001323,0.6524168085169709,0.7836934834197754
105,1,1.9017985468037315,0.11742474335004666,15.953322112562812,0.43993720850730006,0.1743632461414194,0.004620912734990267,4.420338475093763,149.55569487883471,0.5210948400838102,0.17674703361058508,0.8885567476429402,0.6097859173533255
106,1,0.9188795135789031,0.12691021143678957,9.458187763193548,0.675711290445732,0.16414101600207393,0.005832214169263028,1.2668119874957267,138.35587437774376,0.5562087176443319,0.37317197672982916,0.6972161263557196,0.3771734128504067
107,1,0.20564374036191202,0.16398488565741187,8.38704521071408,0.5325378161430054,0.13213470679666117,0.003452383492366542,0.8586969148149248,163.7792955652822,0.5791017823112217,0.5787216670064079,0.6515027074969824,0.13539477672206016
108,1,1.7428573689230817,0.47955827835097276,13.673197651548248,0.39846609911042646,0.13385097318000155,0.011788479396065348,1.5042678897189483,157.90915808416324,0.7484970036654286,0.7612394799641974,0.5467600004038528,0.8419538618603772
109,1,2.6589905940599703,0.6651951979574846,17.139975446399173,0.32393174481478465,0.25665996303548416,0.03709416832901485,2.84516397868024,174.9831940502865,0.5870518049382607,0.8771368850680087,0.9420952041217951,0.4958266631288739
110,1,0.6661930678768349,0.8411894993540563,17.89421696022208,0.21529430662713753,0.15520957318036088,0.011051945155065803,1.4130272902086978,171.8188119632225,0.6538723803624016,0.7983229093364816,0.742482730985603,0.017889737913330605
111,1,3.192522580645279,0.8846627083509491,8.271486353890882,0.36949297932539515,0.20571807004045917,0.04695588742042738,3.0166352265823844,168.68903584975925,0.5681586784998095,0.779314675319594,0.7141249720248772,0.41254447692861207
112,1,0.42411417736169627,0.3939794587605714,7.779164985068182,0.3299625939218273,0.1588332527982149,0.035530351072047106,2.7293137086697525,195.0418469970385,0.7246450793611624,0.3766996587097826,0.749329295314472,0.8470234780347472
113,1,1.042138863784645,0.6122551789598145,5.816967463292174,0.32009449260288997,0.11780506474078146,0.04407304859311916,1.70772455450421,196.67174893370643,0.6029896112644026,0.7929118742703889,0.7249709625612031,0.5851964012789943
114,1,2.0733295647051286,0.29165016264215327,11.480499266164367,0.48172426915132716,0.20872372398434635,0.02529875715054962,3.317588709687229,159.1953294623078,0.6830300182770824,0.07611661698511446,0.8130727348907726,0.44580619137870897
115,1,1.2426049146820053,0.06851266239638498,16.777329068484807,0.30577080571978,0.2664000047643618,0.0032236721196589988,10.945898555553002,159.24310911627265,0.2917442005250025,0.4535201872076994,0.6333548245224652,0.9723615538255426
116,1,0.7609105414634764,0.09549337534627156,14.3430832838453,0.4698933916771358,0.19632287565642184,0.007363289376583148,5.073301241492832,169.0442053403849,0.49855560088921247,0.9097001733710429,0.6014146732542253,0.12965051884767842
117,1,0.06833776838834724,0.4328971282165155,10.366905356540759,0.1505524147793548,0.19893757879211293,0.013938827872378707,3.7845878193025753,169.86036993009586,0.28889265322290564,0.7387469522614197,0.5399518144230646,0.9743765348608007
118,1,0.27601596307110005,0.60620522705632,11.05348617195917,0.21115638667428793,0.1845006765877334,0.015612082263374362,2.1279823152889517,191.99444820687833,0.667612955801035,0.6582693695963111,0.4299608319037206,0.05808185959390899
119,1,1.6778144354669577,0.7661912375646651,17.1290250269455,0.14973062329778172,0.13254269240983713,0.005380603646329199,10.639403961754343,187.48727872310818,0.6175122142836201,0.5031443580405012,0.793995601503894,0.4451657742849279
120,1,0.4392329217421933,0.5517164994458884,10.419780579156349,0.22008261934742507,0.24918972534609046,0.018364899015214372,2.6887650463028603,193.5006340106293,0.5876306017572275,0.7430240512762474,0.04811090322446075,0.6149587170869855
121,1,1.1032988618306236,0.8310279131398165,5.880526793637223,0.5656312945550643,0.10059836374689186,0.008457490533372193,12.781028638727882,136.49586579033058,0.642016412568436,0.32132979986680515,0.7758653770450887,0.15859498442233205
122,1,2.4264489492144174,0.13294365469896885,17.253023927812464,0.4262215821609626,0.09744842553636186,0.0033239014249587845,8.87609723114101,157.62099539356595,0.6921431541479188,0.3197690655945878,0.46372779848182166,0.5750206314053712
123,1,1.2143759196618835,0.35389612765633777,12.732048799410052,0.3662361372109721,0.1670294161735708,0.007608584648942026,4.23018337913456,168.56333809573098,0.6089222049660569,0.38725014987091666,0.6836091622798689,0.7993371462506229
124,1,3.52445454874898,0.6951033541486182,14.615163012618797,0.2962108595497648,0.13465835722689098,0.02853828786802207,2.0790118576230388,184.841660376523,0.6566337828228582,0.46729523333202727,0.5321259356049479,0.46641305426040064
125,1,0.44915235225488065,0.7031890688618145,12.44209527556358,0.18352605368171765,0.08133573498905995,0.007154841428575484,3.6655766257240616,187.30421380204078,0.5840070990338708,0.4634559716811,0.34305879999364103,0.09079025749555471
126,1,0.8291147035383166,0.23326536794184577,21.75972200234242,0.5237088418974911,0.2365535893433541,0.022311690502430898,1.3512624575976284,153.37218044155685,0.8067021556028521,0.8153082426759952,0.5920754591649167,0.6118350641225917
