iteration,chain,metapop_size_dispersion,prob_detect,prob_transmission,R0_other,detect_dispersion,init_infs,chg_pnt,sex_trans_red,other_trans_red,sex_trans_red_post_WHO,other_trans_red_post_WHO
26,1,1.6184027951814486,0.6405292650753316,0.319436504509183,0.0005600574836237965,0.0006871046627120566,8.487607302619944,177.63343250105984,0.3738513952898816,0.5771394703050192,0.34157936784925325,0.5968713374623791
27,1,1.002781738414395,0.6802374727953043,0.2877995991508591,0.15502488978983603,0.0015467796580820412,2.9961332709334463,162.24495120984034,0.20480752390405374,0.7840214418789392,0.5633180928804238,0.46861134477962235
28,1,1.0077094234632975,0.42080755078767496,0.34299082887265403,0.03400638164863995,0.004649504424536046,5.471643059806064,172.16406889834417,0.3145497505257185,0.25757995186922883,0.249632728534782,0.34239228912668723
29,1,2.699059948061728,0.553810817464862,0.5067910531171341,0.04514104634748596,0.00062499993447967,2.645413429546972,156.7018773510509,0.5088017083754856,0.6214700860271913,0.5056066014676659,0.4355622774718745
30,1,1.1328329533897887,0.3428837663302142,0.6755139011360323,0.08516698145728352,0.0024620097378758687,3.2020206532921054,144.67156533626326,0.6387663368773601,0.8846729441253076,0.1890915780540233,0.11900053625365148
31,1,0.49503532487311386,0.31842181819295384,0.2929503223314822,0.05936236698117764,0.0005425183459301479,2.5131733786485575,177.35759708938144,0.35170595191382226,0.7796282418646995,0.05910803502097102,0.09307998051651534
32,1,2.2595068079069143,0.17908206701436868,0.6418928756678476,0.0533551760676548,0.0007397925005321713,9.035698713272174,138.6623644356234,0.4893054934780846,0.24965416535356308,0.13647313889717003,0.4814820245444864
33,1,0.6429635398314162,0.43240705745065744,0.39580415500993604,0.043750983977935295,0.0008678484285803772,5.556491241757902,151.75636646738218,0.3502212276100719,0.6305991770255353,0.5488064606977024,0.8590694312998295
34,1,0.6179945861367548,0.2742970034773845,0.3499370490687798,0.06986249076290318,0.0021423693732627396,6.853033299134035,164.15263502708214,0.03382417086627634,0.3505352269438248,0.35858578191626683,0.686534060795338
35,1,0.9595850028377817,0.5217488489650631,0.35687905830167843,0.05021421850582722,0.0006011452720287786,8.704993180525273,177.07203855133326,0.2176820066811081,0.9088694679659932,0.3976134273288985,0.7538734141883834
36,1,0.9856587068324009,0.32066037110798334,0.4190063646559609,0.007773633793711071,0.0005370597192565271,6.270584658984555,167.9891919136276,0.4390976645180517,0.41186707215375307,0.1911943968688475,0.6671290709243627
37,1,0.37016042081696154,0.2859243656429262,0.7957269604549438,0.03244010889258566,0.0002713461194676872,1.7006779289088325,137.8289013147509,0.684141955882896,0.3585125229369192,0.43504492083576796,0.04474985786218205
38,1,1.8021804124335246,0.6696366480667917,0.6208521588435956,0.08045176073518459,0.002077568161308895,4.3685420623375135,156.27391696737357,0.5937570790530027,0.661683838366115,0.20858696980425986,0.8475012771785101
39,1,1.0572427166456058,0.23534789494433067,0.503749335102001,0.10828188215669471,0.0008439686193761912,3.4387907136504308,145.1473862059371,0.4190736916899992,0.6852965858578289,0.5203135237113172,0.6484814763204917
40,1,0.6587479019841922,0.5319350948621933,0.25267577486120507,0.07140596611620742,0.0008612599096493806,2.6335930069424762,195.01431936704165,0.40240200147369476,0.015908500958158656,0.2088975946421567,0.13584624173592671
41,1,1.2707145975626781,0.2303534439032578,0.4430810662705113,0.04039780214602944,0.000619486294474634,4.005396022011693,140.66547437038176,0.26813924722073135,0.5676428797457953,0.3668559434987156,0.8667203542430413
42,1,2.280162099629351,0.46915371743012085,0.882285900197849,0.039837588178973954,0.0013053423549137582,2.253262791616423,146.34318121396277,0.7317059605964426,0.08107235023333148,0.14840539424089458,0.6894796189743628
43,1,0.5824203907658796,0.9459045006062181,0.21995229561821256,0.05409312069543625,0.0016212944611238274,11.7120342807008,189.56084181384807,0.2932740530102069,0.7764370842093808,0.2141702622918077,0.19266826638561108
44,1,4.262222100936667,0.30628055075452276,0.48906576109257927,0.05793565404233956,0.00037511337524356945,3.8047840527747883,151.35223371125713,0.3290662137608612,0.07724119117278055,0.55388307838242,0.4326823142171664
45,1,2.3644497738728165,0.4983682252988078,0.39173155457316866,0.032801881188911725,0.0016721561756126628,4.950115492852385,174.93536716641808,0.34290837435272126,0.3640639011172732,0.3578947542623063,0.20625713357504408
46,1,2.188514572147082,0.7557818337570543,0.3225904354073277,0.028959363041322524,0.0004071975360986465,4.8458081295578825,179.09916701822624,0.3722815617383781,0.7182131013960074,0.15148560304648753,0.31272457246675955
47,1,4.320092331835044,0.83355905568405,0.3596756420486769,0.033511584864431405,0.0018618352194050734,5.652790041288595,170.33891239152308,0.43900589396295703,0.39049046700943457,0.23153745988863575,0.12347806654394589
48,1,3.724461374708577,0.3477575150961828,0.4348540495969431,0.036849909721958396,0.0006984631382290328,7.92575758827644,167.55458310207575,0.39978354540799965,0.900453475792018,0.34882119225552316,0.6250224779306646
49,1,1.9639251802814468,0.5687840224177366,0.39228482098427375,0.09261167709390024,0.0010566101908418485,11.02292070789035,153.90398871433163,0.47270264270024065,0.37407896937046636,0.2256149612784032,0.692546302948652
50,1,2.4981202855525053,0.6528464955752212,0.3513910681400813,0.04206969658731448,0.000766614914290988,7.935694726349095,172.73428565348183,0.34637072095015214,0.04189619244316521,0.38618504229255396,0.15138583055384758
51,1,0.7054925463820638,0.5397979579359007,0.3986507356608057,0.04938703228041699,0.0014946826507358745,4.606944785536692,148.5977801517972,0.4478700959322636,0.6382273299727634,0.09989619972677313,0.7460309953098856
52,1,1.4104788267024564,0.5523639462401533,0.5028484958191993,0.08808583169494003,0.0027006781231236512,5.940591219902517,148.62322310283167,0.5374529582595671,0.631757086985839,0.4706839288238215,0.46530401724623893
53,1,3.6753179189566856,0.2247303375085987,0.7019022181136109,0.05751642562554543,0.006723967185839213,4.052792309092268,149.14342107910107,0.5531367093503461,0.13792714746006896,0.17543152929343472,0.9211174690755314
54,1,0.9751168586146424,0.2639928175007894,0.8752811449771667,0.05503868177175531,0.0027048120778916966,6.9653124403984,136.04465820567773,0.672626867989963,0.9974561884775258,0.2785553951400275,0.03610068565192753
55,1,2.4900525607287634,0.2600659209416028,0.7785741769506213,0.054678246901117146,0.00028684173632774864,3.5925921569226618,147.00999015276076,0.5910988732983147,0.6117747939810542,0.20835593536881097,0.6085155790713995
56,1,1.7681623375328916,0.7007452102239176,0.3450270433429356,0.0165680830725793,0.04114808943957744,3.9526814900056384,181.07690855326166,0.42061951220368465,0.6175382584728886,0.15874000516516087,0.9046608247697576
57,1,1.2211645689372816,0.32141195611451706,0.6214906755532382,0.07633232468331834,0.00024232733483212326,1.484852270966737,146.6832921792998,0.5954930783852204,0.43158040383780205,0.07268508227930115,0.008668808757819085
58,1,2.3908913257846933,0.3838649731783792,0.601925382984426,0.10407650519327784,0.0008659296089498731,3.7222644200182713,150.35446008982942,0.603285088108503,0.38210758066617856,0.27076616728026637,0.2637839968806871
59,1,2.710667654546179,0.5253420578756512,0.39936549136706695,0.05244272739858082,0.0011900569573515484,10.07145199443194,149.8850150681958,0.205318348923828,0.7287561280600532,0.5694246311276958,0.26803192984984503
60,1,2.375639031876499,0.39435008753635903,0.5873876830592281,0.03961076037781667,0.006817850472844479,3.4259820038184587,154.74322313400333,0.4965374350449714,0.5804889708647613,0.554209544607557,0.718921383586205
61,1,2.0202197202048677,0.5293596468268429,0.7040039243775247,0.029433284937799856,0.0011321058655622343,4.3559977156106875,154.82403312940323,0.6896533917477785,0.13775341752899642,0.6556989188331728,0.8704012372854862
62,1,1.4675992161392943,0.2566186350332987,0.45018497386156314,0.041257988655898706,0.002355934186257742,5.094595299387824,158.57270280230358,0.3443287642743055,0.5237301619669658,0.337579796963553,0.07020014448903752
63,1,0.5270743301946432,0.18435099731093332,0.33617706620893123,0.08809730386956224,0.00044001227850032663,8.367143271603135,174.34274702559932,0.1597921246321627,0.613796115260198,0.051384539301665935,0.1433432096300791
64,1,2.374621591957111,0.8286287991801651,0.40119914550431096,0.08168987870635158,0.00037379749387972015,2.065756820636406,181.4716551438592,0.4163951379453225,0.7358130073345246,0.18492235321017336,0.40933121804452255
65,1,3.3035399516130513,0.18460944250344263,0.3914234211432993,0.028475544518496636,0.0005899074462029241,9.690199362865574,189.39125648364737,0.20924737688828277,0.009373076331894659,0.5891355796959687,0.5274646406606627
66,1,2.968422377280353,0.4837061156663754,0.6985482661164255,0.021243232257679157,0.0008016382467711681,1.108948088870866,158.39973000089228,0.6591852054215264,0.10575362881355821,0.36037961150309566,0.37617900336246557
67,1,2.229302511099779,0.3264712691287291,0.3842513969200447,0.06293714622358802,0.00043635089006040765,3.7764607717815704,164.46380964644763,0.2767361025602617,0.5049592314985824,0.27825762263448584,0.5458682676793554
68,1,2.523509631098086,0.4975520016063035,0.3381748809357054,0.07028134975206074,0.0005825284729066073,14.70512319552153,160.01332854417254,0.29396505010157553,0.7450668094595487,0.35286590626864045,0.7327990601474073
69,1,2.920574602451694,0.4552456546044477,0.3583650281326472,0.0818918258278756,0.000802968899831337,3.6773807512871657,173.9532360937899,0.13861159173705498,0.6924772102927353,0.24949667732223907,0.13008834929232554
70,1,2.2998487533784124,0.7345705198695385,0.3766667238264115,0.06901887154578543,0.0007634117843670425,8.760006707677574,157.73519748220195,0.3362670813859291,0.5916827535849489,0.6264507068772454,0.3167437874006826
71,1,0.5182794107300317,0.2613335597731363,0.2923253376715641,0.05237179618438819,0.0006233511522660381,5.861515226692044,168.0960846693595,0.21026570267038067,0.7042666142145202,0.14060148936246664,0.3355582860579909
72,1,2.451169756675225,0.19587096560063882,0.5086087619504085,0.0633041241189977,0.004802034541065068,3.7154078476458627,158.18968996099113,0.31260673461987,0.4788900467663296,0.24854547223991963,0.4311574557915427
73,1,0.7568999682184528,0.5235500166371948,0.3993256037568965,0.017149099019673625,0.0013242314298824594,4.538247478831847,171.98021481937312,0.3980364256357429,0.9926818094799648,0.4289203390626909,0.6138981158055319
74,1,2.252728361265759,0.2655271024311394,0.31098938174508284,0.045001712017959904,0.0004277344544252725,6.247969801747287,193.5430646634575,0.2746129672625591,0.02223649151886467,0.37156682707757,0.2077545892206509
75,1,2.6791382263616645,0.5697669872110787,0.4302881047809683,0.02427807497988451,0.011312025951407668,4.958387110801002,144.95058102684283,0.36346551321048803,0.3357397262278371,0.4758103838178682,0.010288699805916913
76,1,4.386791337084205,0.32395765569183066,0.642660811441943,0.0738465611899522,0.0006446501012056775,5.357748317269204,146.40000297330343,0.4990229677245413,0.568484226484633,0.5020241347580704,0.48796911212443217
77,1,1.7672441537368235,0.2799416396976734,0.47784980411174804,0.12675182124983092,0.0015746035548198027,1.0545612131463376,148.95916020643463,0.39055676433498804,0.8514668104631609,0.2186481197370632,0.9328912336460197
78,1,1.4664926746946436,0.9137911473537376,0.4154952024040821,0.07334202356829177,0.005895215061861649,5.387164718162162,148.5946953663185,0.3604193813186255,0.36595045133009513,0.4523311003259196,0.3044153342955718
79,1,1.164398665156573,0.46295918379591694,0.44834946520197777,0.04651031455621431,0.0007706381715656726,5.994565965256919,148.04307597558466,0.4122367915962913,0.9072477847400695,0.4570450663589375,0.36345480437332156
80,1,1.0393149731410483,0.21390351178883243,0.5686001418474562,0.09218376155528442,0.0006391581672338765,5.297317949990989,141.5339013655642,0.437685226359423,0.5281725386348307,0.3449608378389014,0.39244888701080316
81,1,0.369304144454749,0.30227725511055975,0.40026343563778255,0.021361144040226196,0.002873072659396242,5.588474631013941,159.95306085375015,0.4228127813436123,0.7265278207817575,0.08135393943536331,0.7971767058470376
82,1,2.027936804157509,0.32962205749833096,0.34099413370881526,0.015145110423023182,0.0006737339137584481,7.071350998340435,146.791386660167,0.11399349918123135,0.3948062075805254,0.4023338895802138,0.8303624761167545
83,1,4.145870937533807,0.22485081563458642,0.4283192903510843,0.049510499529330836,0.0028853142694038204,8.504729661956793,166.38531083096706,0.2620342326240067,0.40681103457328105,0.22206156161502238,0.28954869345459533
84,1,1.862723472940645,0.2421895647323254,0.4820729205929261,0.09336786492085822,0.001013302238661819,6.937413195847268,154.62953194205323,0.36214082518308605,0.7904466286778205,0.42257315461540335,0.2838294203753916
85,1,5.753939142937494,0.46191071341544887,0.35992168502996624,0.04140933111969709,0.0019521696606049602,2.661569915234402,184.7428235346955,0.46176913702205047,0.6306290748659797,0.19107668206316716,0.73975410016265
86,1,3.333803490679557,0.4358053952942389,0.3022300734861873,0.06561347457844478,0.0005320838266546488,9.076553345588103,157.10036732884987,0.1350863390714032,0.5501857525768318,0.2964679812859049,0.19534285373006643
87,1,4.292714833727846,0.39046814768909605,0.46937499100386604,0.059625501381211074,0.0010024681422830994,4.675977112177607,158.6208681071401,0.4707343239466243,0.7498028032459667,0.318951980741659,0.8611968786656002
88,1,1.681464193408401,0.303493985162806,0.7062835131534536,0.2479778911702955,0.0019714356221548954,4.832146603667606,135.50700624437206,0.6063631294613192,0.8577680078153119,0.2475371390649536,0.8240164354777196
89,1,0.8413348993054415,0.41680421518794425,0.5087244456021909,0.08209932681785799,0.0003702496484604541,3.1789092635652687,151.36758605116793,0.5498755673276366,0.634341891343549,0.17833033900186404,0.6170486899086267
90,1,1.5854756245469062,0.47254591245847366,0.36895668835084094,0.003682178457305181,0.0005445604303962087,5.180610339250631,141.47915961186362,0.3298307656676812,0.3714894733299591,0.3928717035591843,0.2816215635794128
91,1,1.1646031609405403,0.5061967235867062,0.3813873870716318,0.039393612866154976,0.0007089462860572893,10.276270348279748,164.07174637284785,0.4755277289945211,0.620070465545083,0.28771290030049834,0.35226273904874755
92,1,1.6289355927773141,0.20388811604943013,0.47149355060550596,0.07831361272840974,0.0005986833284562006,9.737191753493866,161.26096652286338,0.2733603085752548,0.5917456458270951,0.47471669374898917,0.647021291822764
93,1,1.1991524369673687,0.3751871726668094,0.710331009189869,0.15874909092257647,0.0008232517124310113,1.5523524681697303,147.68335547475786,0.6295809483339505,0.8584113091194223,0.12303338349840345,0.463914309679092
94,1,2.0369724944736003,0.2751782407714443,0.4208445798626344,0.09293760696797955,0.0004203003584012529,5.757604077839267,160.6410582110724,0.3458828411195628,0.6838944837675741,0.44908932426866344,0.47297017010592335
95,1,4.99030732739703,0.19727882134129354,0.5056191834785307,0.1482084741125064,0.0005567486579530075,5.359282106437016,159.1400499688712,0.34076841718928963,0.9879450346308942,0.16932071423688283,0.604474951036225
96,1,2.3526366333270174,0.3960158829726685,0.3589435938359162,0.023536876684590535,0.0009707932626866353,8.820444122811107,172.8660559495524,0.2967195973013648,0.20404943620213567,0.40414625383920894,0.2502124378339561
97,1,2.0441841484941436,0.39884443212960385,0.8803508716869889,0.05071463549818357,0.0006213860950326262,3.205068773867169,140.60010895203607,0.7211466195705912,0.631536417097141,0.21497786259339344,0.861980772188103
98,1,1.6507821666496663,0.5949221312477141,0.47238072844820456,0.011707983871862573,0.0008146203064246044,2.976292055952731,157.23183320134805,0.4271750216112973,0.3489539020215303,0.5802173204994372,0.6199847787077566
99,1,1.9875248276601711,0.37519433409935843,0.48588879145644054,0.04150411365004822,0.0005140639394208079,8.949707548404204,155.86589982656633,0.46706674297793865,0.15779970664628762,0.22964780531310652,0.5845024905194327
100,1,0.7202817547813549,0.4742483315427325,0.47348725720065543,0.030151026493383987,0.0009332887954235001,2.1699379243671895,157.06712239689702,0.5729677572083383,0.6136199534572918,0.15404092549632487,0.2971039626312185
101,1,0.5449494167448916,0.5000272881314112,0.2781283192476603,0.020764303904728422,0.00047954773125263514,4.83894110896717,195.55718306575986,0.5806851989868633,0.15231346151184672,0.2354189542997602,0.4733215803618012
102,1,2.716540681255217,0.34145149269925,0.47416380147906745,0.05628720524362431,0.0005235457306406055,9.914475970740474,142.85494605120536,0.3867781640646689,0.7235854437894117,0.42751176399462665,0.9978672160466951
103,1,2.4592029218922287,0.3336511304779693,0.3478345083988638,0.12051269215442104,0.005582707122788011,8.848818302432829,136.76649262097942,0.19532371783382443,0.6863638260511451,0.33036863191822796,0.25195272409428143
104,1,1.555883474151433,0.42471219380493275,0.5365698944462833,0.07858452212893503,0.00156620251182112,6.903354531930674,142.43588561674346,0.5319059117369289,0.8345678551505815,0.3510516865719766,0.47553033110117027
105,1,2.0769659432448853,0.22783562488779324,0.41506956351660357,0.0682917896277072,0.0006388641300608897,5.033034682729018,158.81568208708686,0.35274969545786095,0.26357060925128734,0.22047535836402768,0.47549424563056486
106,1,3.143422383329145,0.7764904731022781,0.4589051922798457,0.07235559050980384,0.0007139521297899951,2.40988627549631,161.68992134323003,0.4753077051380439,0.8462536950187762,0.32293999630398873,0.2402744058682353
107,1,0.6233723918096544,0.2042258537457897,0.38125751162893873,0.07504409270328057,0.0006486671890142204,5.458936615021607,151.00236459838112,0.2486837169088837,0.4756962212175917,0.21280221701560795,0.22768532523398913
108,1,1.3077899679411802,0.22891229199056048,0.5938063776553479,0.0851965668456298,0.0008004307301707976,7.21967953440682,153.7377577792112,0.5605423404959506,0.9844949387654855,0.08499378096146507,0.6147296453833989
109,1,0.30482614212965775,0.8267666412011767,0.20589106452445222,0.06064578897615205,0.0004393174450702467,5.591011179841627,189.21999351459243,0.282512267090403,0.42112146748584056,0.2525911045618969,0.25192710147270025
110,1,2.768243925135547,0.781972808662916,0.37116563949246284,0.05649770292534552,0.000878225409534272,7.6896104979292765,174.35893340984094,0.3565074028984315,0.4520560910718858,0.325518344674947,0.391025874853814
111,1,1.2281862687526381,0.5778824811085512,0.38452928656739616,0.053453749716074236,0.0007402462770286051,7.107432893314942,151.7317781059003,0.32125310007101454,0.4003673052329547,0.5373141466517384,0.7466962856296804
112,1,1.6759224634941665,0.1994536131137319,0.48159217226285794,0.04770808334439368,0.0010916450839636698,7.839036747557091,156.62368572657684,0.3201418381402583,0.7838362761055696,0.23438558138413018,0.7118167847819823
113,1,2.9499403044884844,0.2474814503809496,0.4428175231168252,0.053288434675844085,0.0008764351573305963,5.106099469180477,177.1506950132801,0.4231981641860995,0.26876746754499353,0.21623579703457382,0.00930290561655156
114,1,3.1748872276533753,0.2266657614480241,0.5728928635757935,0.04315279493714538,0.0009100820582035062,5.735979664842851,153.50517522104238,0.456805861712108,0.7190183551614509,0.27055739549538005,0.534110668422588
115,1,1.7339777301416144,0.5117938512674298,0.36750033284494393,0.044198576380639135,0.0007158722101385856,7.778146145587959,172.99440155069692,0.30682993248322177,0.8327012059134435,0.44801421080255033,0.6172254394821499
116,1,1.9013585038336647,0.48426891192858246,0.32092931371619965,0.03134165582234959,0.0007234934373960605,5.23726601455561,171.45386501872383,0.35296162908700757,0.14183369600086432,0.4969636476434158,0.3469529117107518
117,1,7.930083050004534,0.28991401732234384,0.5453168385651042,0.061428348643607994,0.001430162242820512,5.046292183434673,160.58633167682763,0.5203615697880183,0.6706512214505775,0.4260715317500856,0.05027126950292726
118,1,3.5208821328211153,0.48524665201111183,0.46589585557226376,0.01960236539769894,0.00183833293689478,3.589766659392787,157.90579975417194,0.48957340793976967,0.6986812804523733,0.49657571196940536,0.41340363694276167
119,1,0.962273633349509,0.6717980822479174,0.28558244490617907,0.0817139685976945,0.0005012838720518753,3.3694764218434496,166.75804147995066,0.25759650121598576,0.868051577641263,0.2915908112525647,0.14426347595568098
120,1,1.5256575012781448,0.5859483221800607,0.5314401394668028,0.03974754836063997,0.0006614986939301594,2.8017131756787457,135.64402266499698,0.45393104804749823,0.7601691977714348,0.5013416903323992,0.16668039145554
121,1,0.9996389118196447,0.6080778250907246,0.3459115679686709,0.008831462860708223,0.000750810387692558,9.531403626259,155.9138465486422,0.35648313119662445,0.4165894285297336,0.34305380869222735,0.6251848595876709
122,1,3.00750234910223,0.49089282989317884,0.6180760741268986,0.03635798751246862,0.0008867900665982281,6.253846485046591,152.0405223532736,0.5450784503541952,0.22313959815291257,0.4827936317254531,0.6462954262546599
123,1,1.3588377120712698,0.1680081819325453,0.7911148293145975,0.05295082109002228,0.0006705301029286114,6.795409722975176,143.78726396082408,0.5962280159845076,0.6193475511289438,0.27036056903276684,0.5812485441334152
124,1,3.327279216668216,0.2825106955624083,0.47242774761169587,0.04312251540530136,0.001331701489325619,6.24899626248038,156.1969787558392,0.49733520905974077,0.8875151600871471,0.5729769178136683,0.339359510060449
125,1,2.558061071451794,0.48189024569617495,0.4600099486447718,0.06923793159016584,0.0008989107380307356,13.083666239031658,142.04472039246807,0.5325331236288242,0.6569197859275123,0.154126477611206,0.2534821908213763
126,1,0.6361234760588894,0.26670839495696186,0.29663943391292225,0.021431584840687853,0.0003847344774782043,6.869998795221983,165.67293272839518,0.03209213078336037,0.39248088058145136,0.20486881738029186,0.8377165814318085
127,1,3.2383049077409916,0.44000997373715267,0.6248138788508538,0.04454566274257707,0.003023367163858937,5.6811788474373035,139.95335224733358,0.5770379797143032,0.7381055931091024,0.39972074281449854,0.18785391438033813
128,1,0.8006766976157339,0.8068170598831901,0.5323252237445399,0.07974621703174717,0.0008672131078965976,11.99496395002671,145.2198112170909,0.6445191822541865,0.6281650844891565,0.2947254438018956,0.40045577012125344
129,1,0.7547463358683228,0.30215307803585306,0.3450763192399723,0.007984425500037157,0.0030619434656438756,3.0051685638558365,187.10135776633507,0.2182734181765353,0.3156916302163804,0.28936757414565484,0.500200222454236
130,1,2.4360540059150693,0.48973330666520004,0.571786240355342,0.06908861530044028,0.0012760183506410176,0.7458056472650325,149.5065516565959,0.532787690388633,0.7052428298480224,0.5419256969590105,0.664884439650239
131,1,2.2468184566260794,0.46312173594798445,0.4353017919614579,0.04330592535694804,0.0005023177051980835,4.931948924464814,162.1826238091046,0.4725852592160675,0.03233223927190354,0.22852298955449454,0.19351671492342642
132,1,3.1489739195743174,0.35868557834330794,0.6063608344614279,0.013061011158208756,0.001063568194512177,6.429046290588451,137.22688122484274,0.5167323219153855,0.47303575512792395,0.42374024097709384,0.8454545995176068
133,1,0.29992100694255974,0.24155797106592888,0.46808202994398096,0.16437362438823014,0.0006848769739005768,3.2209358328983346,157.1043860509142,0.4544513116658483,0.7781580166516106,0.051512257654605764,0.7697847857685329
134,1,3.342475248347158,0.4230600797135068,0.678607137336034,0.07293750410886807,0.0005166012641784892,3.0664280313785257,155.19778902199766,0.6217488273653691,0.6195522171178429,0.39959352623982813,0.03507460343795296
135,1,1.7439075412042997,0.7496747340882002,0.8957329402650103,0.2336798510782791,0.0016734198824213881,1.486665190773358,145.9928504683004,0.7155869116563014,0.8694972948827374,0.41804373285646396,0.13164314508758676
136,1,3.34801896973328,0.28745689740338237,0.546968024044466,0.04410175680822353,0.0002898214916057587,5.671533773873195,140.7530103347948,0.42272491077150326,0.38203494638988683,0.34681343182156826,0.6801930471785926
