iteration,chain,metapop_size_dispersion,prob_detect,mean_inf_period,prob_transmission,R0_other,detect_dispersion,init_infs,chg_pnt,sex_trans_red,other_trans_red,sex_trans_red_post_WHO,other_trans_red_post_WHO
1,1,1.763866107970868,0.23548057466507807,14.605774717074159,0.4456921951714647,0.1792194032048823,0.0007157827545065577,2.3281345455820697,170.50124140523008,0.7987151483507943,0.6082598761822757,0.4223842401445845,0.5827376699684395
2,1,1.7339258510418043,0.4747868405057874,9.190746663205097,0.30724079471586524,0.17231382412594354,0.0006266456479870361,5.501814292341619,174.64100242735364,0.5553319086336351,0.806036145093487,0.9301721849511504,0.4978750289773789
3,1,0.42294527109053276,0.38345335867423164,7.1313975939770335,0.23402955768820055,0.12594407948606004,0.0014744703570768554,5.7940465566775785,180.3094970804692,0.2985200000531496,0.47656837690582776,0.5574594324860959,0.6290805166820517
4,1,0.16106459379931315,0.16258403424025197,12.01260264444733,0.21449384167765193,0.08800152723273341,0.0032511354299741644,3.711976156642944,193.88659178518486,0.5843711252164989,0.5949509398474612,0.3129886564652846,0.3242153393902575
5,1,1.2330742412829283,0.3179236352203295,12.36810881054331,0.41143116461759727,0.2951412207750259,0.0013896843318885635,3.60039135362171,156.064596021251,0.6387242312854068,0.7627083592676314,0.9829867281468225,0.822377215724629
6,1,0.023464754078521916,0.647438028576537,7.9453295175071466,0.17763502153529936,0.23030163137751933,0.0009090780512261929,3.58596431493131,136.9387754157803,0.3208909798336225,0.5401640018986964,0.6338691652820498,0.9921371633857541
7,1,0.14997718387664832,0.29987831213379135,11.133092225814448,0.22741195293022914,0.10151265454062228,0.0012456859464143326,2.8624072323612397,193.66247943366477,0.617196260621166,0.6861721987377659,0.7611219367325288,0.1354445261334602
8,1,2.057489829747257,0.35795512383752903,10.554294463159083,0.4795776469731668,0.27741064991503683,0.0072477244064748135,1.5075043060873312,173.26076160735866,0.6606032700866683,0.7203748984819147,0.23727264257891995,0.7372471851835306
9,1,1.2537770623143916,0.7891892461307716,11.025588795329892,0.21467783577555344,0.22203889998675846,0.00044255661694995855,2.015941518103629,139.86197341771688,0.33156351144021223,0.5382921930087509,0.6162848629681034,0.6560203569218941
10,1,3.255837006609077,0.5378279610095891,4.922192350085311,0.4606602721894722,0.16533011041451998,0.0003638783479523719,1.8080688560104043,183.01657746358867,0.3119178546558403,0.7265943425303161,0.7960145862999358,0.8099412311245735
11,1,0.28316469014488604,0.3846400478025305,11.285511087399257,0.3000516579310567,0.08022643371490981,0.000478401980603548,3.058915394263695,169.56032003184617,0.6609490654527189,0.3390737305721153,0.6623598558623687,0.19192546142475037
12,1,2.106092784997769,0.09043474332011125,15.786861945697705,0.4812905029929807,0.14022698233066594,0.0012143920736775306,1.7227529183356856,158.95501204493843,0.44912346664552494,0.17888374041154356,0.5672649178814582,0.8875486345272008
