Date,Projected Cum. GBMSM cases (post. mean; no reversion),Projected GBMSM cases (post. 10%; no reversion),Projected GBMSM cases (post. 90%; no reversion),Projected Cum. GBMSM cases (post. mean; 12wk reversion),Projected GBMSM cases (post. 10%; 12wk reversion),Projected GBMSM cases (post. 90%; 12wk reversion),Projected Cum. GBMSM cases (post. mean; 12wk reversion + no vacs),Projected GBMSM cases (post. 10%; 12wk reversion + no vacs),Projected GBMSM cases (post. 90%; 12wk reversion + no vacs),Projected Cum. GBMSM cases (post. mean; 4wk reversion),Projected GBMSM cases (post. 10%; 4wk reversion),Projected GBMSM cases (post. 90%; 4wk reversion),Projected Cum. GBMSM cases (post. mean; 4wk reversion + no vacs),Projected GBMSM cases (post. 10%; 4wk reversion + no vacs),Projected GBMSM cases (post. 90%; 4wk reversion + no vacs)
2023-01-16,3904.096203187429,3874.4432031874294,3947.4432031874294,4360.91870318743,3881.34320318743,5108.943203187429,7018.72120318743,3959.44320318743,11823.743203187429,4887.23520318743,3893.44320318743,6432.943203187429,8510.67220318743,3991.4432031874303,15518.04320318743
2023-01-23,3904.3962031874294,3874.4432031874294,3948.5432031874293,4402.593203187429,3881.343203187429,5241.643203187429,7328.777203187429,3961.4432031874294,12783.743203187425,4944.53820318743,3893.4432031874294,6565.443203187429,8764.798203187429,3992.4432031874294,16169.843203187429
2023-01-30,3904.6467031874295,3874.4432031874294,3950.5432031874293,4443.035203187429,3881.343203187429,5344.643203187429,7627.920203187429,3962.3432031874295,13626.143203187428,4998.79370318743,3894.34320318743,6734.143203187429,8992.25270318743,3994.4432031874303,16935.44320318743
2023-02-06,3904.8087031874293,3874.4432031874294,3951.4432031874294,4481.958703187429,3881.343203187429,5442.443203187429,7913.779203187429,3963.343203187429,14430.043203187428,5050.165203187429,3894.4432031874294,6872.043203187429,9193.96370318743,3995.34320318743,17587.34320318743
2023-02-13,3904.9492031874292,3874.4432031874294,3952.4432031874294,4519.8457031874295,3881.3432031874295,5559.843203187429,8181.308703187429,3965.4432031874294,15105.843203187424,5098.666703187429,3894.4432031874294,7016.1432031874265,9370.88170318743,3997.2432031874296,17955.54320318743
2023-02-20,3905.0712031874295,3874.4432031874294,3952.4432031874294,4556.559203187429,3881.3432031874295,5680.54320318743,8427.39470318743,3966.34320318743,15688.043203187426,5144.63620318743,3894.4432031874294,7142.54320318743,9525.57570318743,3998.343203187429,18301.64320318742
2023-02-27,3905.1552031874294,3874.4432031874294,3952.4432031874294,4591.942203187429,3881.343203187429,5783.543203187429,8651.52370318743,3966.343203187429,16360.743203187427,5187.48070318743,3894.44320318743,7268.843203187429,9659.628203187429,3998.343203187428,18586.743203187423
2023-03-06,3905.2387031874296,3874.4432031874294,3952.4432031874294,4626.112203187429,3881.343203187429,5887.943203187428,8853.79270318743,3966.4432031874294,16782.243203187427,5227.826203187429,3894.4432031874294,7344.043203187428,9776.46670318743,3998.34320318743,18911.743203187427
2023-03-13,3905.3057031874296,3874.4432031874294,3952.4432031874294,4659.11470318743,3881.34320318743,5979.64320318743,9035.24770318743,3966.4432031874294,17324.14320318742,5265.47170318743,3894.44320318743,7434.243203187429,9876.58970318743,3998.34320318743,19254.643203187432
2023-03-20,3905.3692031874293,3874.4432031874294,3952.4432031874294,4690.961203187429,3881.3432031874295,6061.443203187428,9196.608203187428,3967.343203187428,17767.743203187427,5301.07020318743,3894.44320318743,7549.54320318743,9962.68420318743,3998.4432031874294,19579.44320318743
2023-03-27,3905.408703187429,3874.4432031874294,3952.4432031874294,4721.49420318743,3881.34320318743,6130.443203187429,9339.19220318743,3967.343203187429,18216.943203187428,5334.28470318743,3894.44320318743,7667.043203187426,10036.311703187428,3998.4432031874285,19742.643203187425
2023-04-03,3905.4382031874293,3874.4432031874294,3952.4432031874294,4750.848203187429,3881.343203187429,6224.243203187429,9465.617703187429,3967.4432031874285,18677.243203187423,5365.40870318743,3894.4432031874294,7774.743203187429,10099.06770318743,3998.4432031874294,19947.04320318743
2023-04-10,3905.4642031874296,3874.4432031874294,3952.4432031874294,4779.440703187429,3881.343203187429,6334.9432031874285,9577.278703187429,3967.4432031874285,19076.84320318743,5394.674203187429,3894.4432031874294,7917.243203187428,10152.88420318743,3998.4432031874303,20025.343203187425
2023-04-17,3905.4922031874294,3874.4432031874294,3952.5432031874293,4806.61820318743,3881.3432031874295,6391.74320318743,9675.466203187429,3968.343203187428,19295.043203187426,5421.907203187429,3894.4432031874294,8001.343203187429,10198.81970318743,3998.4432031874294,20113.14320318743
